Tipo,Casa,Preço,Destaque,Link,Área (m²),Quartos,Banheiros,UF
Casa à venda,Linda Casa Térrea Em Cond Fechado Excelente Localização No Capão Raso,730000,Não,https://casa.mercadolivre.com.br/MLB-5197869154-linda-casa-terrea-em-cond-fechado-excelente-localizaco-no-capo-raso-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=017f73e2-a4f0-4eed-81bd-f65b6173cca1,236.0,3,2, Paraná
Casa à venda,3 .casa No Mesmo Lote,260000,Não,https://casa.mercadolivre.com.br/MLB-5193187948-3-casa-no-mesmo-lote-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=017f73e2-a4f0-4eed-81bd-f65b6173cca1,47.0,4,3, São Paulo
Casa à venda,Vendo Casa No Ipanema Ville ,350000,Não,https://casa.mercadolivre.com.br/MLB-5180956268-vendo-casa-no-ipanema-ville-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,220.0,4,3, São Paulo
Casa à venda,Sobrado 3 Dormitórios Sendo 1 Suíte ,799900,Não,https://casa.mercadolivre.com.br/MLB-3922802989-sobrado-3-dormitorios-sendo-1-suite-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,165.0,3,4, São Paulo
Casa à venda,Ótimo Casa A Venda Em Praia Seca Frente A Lagoa ,720000,Não,https://casa.mercadolivre.com.br/MLB-3916213627-otimo-casa-a-venda-em-praia-seca-frente-a-lagoa-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,640.0,6,6, Rio De Janeiro
Casa à venda,Casa 3qts Em Itaipuaçu - Marica,338000,Não,https://casa.mercadolivre.com.br/MLB-3912596297-casa-3qts-em-itaipuacu-marica-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,170.0,3,2, Rio De Janeiro
Casa à venda,Casa Grande Com 2 Salas E 2 Quartos.,180000,Não,https://casa.mercadolivre.com.br/MLB-3933934711-casa-grande-com-2-salas-e-2-quartos-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,144.0,2,2, Pernambuco
Casa à venda,Casa No Condominio Long Beach Na Represa De Jurumirim - Itai - Sp.,790000,Não,https://casa.mercadolivre.com.br/MLB-5181876658-casa-no-condominio-long-beach-na-represa-de-jurumirim-itai-sp-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,181.0,3,3, São Paulo
Casa à venda,Oportuninade Casa · 250m2 · 2 Quartos Venda R$ 400.000,400000,Não,https://casa.mercadolivre.com.br/MLB-3933859807-oportuninade-casa-250m2-2-quartos-venda-r-400000-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,290.0,2,2, São Paulo
Casa à venda,02 Casas (principal/visitas) No Mesmo Terreno Em Saquarema-rj,570000,Não,https://casa.mercadolivre.com.br/MLB-3927654865-02-casas-principalvisitas-no-mesmo-terreno-em-saquarema-rj-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,183.0,5,3, Rio De Janeiro
Casa à venda, Vende-se Casa Moderna Em Condomínio Fechado! ,790000,Não,https://casa.mercadolivre.com.br/MLB-3915410889-vende-se-casa-moderna-em-condominio-fechado-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,154.0,4,2, Minas Gerais
Casa à venda,Sobrado Em Itanhaém ,390000,Não,https://casa.mercadolivre.com.br/MLB-3922178915-sobrado-em-itanhaem-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,100.0,2,3, São Paulo
Casa à venda,"Linda Casa Bairro Água Azul, Guarulhos",350000,Não,https://casa.mercadolivre.com.br/MLB-5213585892-linda-casa-bairro-agua-azul-guarulhos-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,150.0,2,2, São Paulo
Casa à venda,Casa 3 Quartos Com Edícula Fundo - Jd Nova Europa Limeira-sp Doc Ok  - Estuda Permuta Apto Ou Casa Na Cidade De Limeira Ou Campinas,500000,Não,https://casa.mercadolivre.com.br/MLB-5197390956-casa-3-quartos-com-edicula-fundo-jd-nova-europa-limeira-sp-doc-ok-estuda-permuta-apto-ou-casa-na-cidade-de-limeira-ou-campinas-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,185.0,3,2, São Paulo
Casa à venda,Casa Praia De Acapulco /30 Metros Laje,132000,Não,https://casa.mercadolivre.com.br/MLB-5201120958-casa-praia-de-acapulco-30-metros-laje-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,310.0,2,1, Bahia
Casa à venda,Sobrado Pauliceia 3 Dormitorios ,690000,Não,https://casa.mercadolivre.com.br/MLB-3921424151-sobrado-pauliceia-3-dormitorios-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,280.0,3,3, São Paulo
Casa à venda,Sobrado De 2 Dorm. Com Sacada E Área De Churrasqueira.,400000,Não,https://casa.mercadolivre.com.br/MLB-3924031557-sobrado-de-2-dorm-com-sacada-e-area-de-churrasqueira-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,72.0,2,2, São Paulo
Casa à venda,"Este Paraíso Está A Venda, Venha Para Araruama ",115000,Não,https://casa.mercadolivre.com.br/MLB-5192634374-este-paraiso-esta-a-venda-venha-para-araruama-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,80.0,2,2, Rio De Janeiro
Casa à venda,Imóvel De 229m2 Em Construção Bairro Castro Pires-teófilo O.,150000,Não,https://casa.mercadolivre.com.br/MLB-5197044562-imovel-de-229m2-em-construco-bairro-castro-pires-teofilo-o-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,337.0,3,4, Minas Gerais
Casa à venda,Vende-se Sobrado Jd Da Conquista ,225000,Não,https://casa.mercadolivre.com.br/MLB-5186997390-vende-se-sobrado-jd-da-conquista-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,100.0,2,2, São Paulo
Casa à venda,Casa De Condomínio Praia Seca Araruama ,420000,Não,https://casa.mercadolivre.com.br/MLB-3933703245-casa-de-condominio-praia-seca-araruama-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,320.0,4,3, Rio De Janeiro
Casa à venda,Sobrado Serra Da Cantareira,750000,Não,https://casa.mercadolivre.com.br/MLB-3927423521-sobrado-serra-da-cantareira-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,500.0,4,6, São Paulo
Casa à venda,Vendo Casa Linda No Bairro Magarca Guaratiba ,200000,Não,https://casa.mercadolivre.com.br/MLB-5190921688-vendo-casa-linda-no-bairro-magarca-guaratiba-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,100.0,2,1, Rio De Janeiro
Casa à venda,"Casa Térrea Nova 2 Dormit.(1 Suite) 2 Sanit. (1 Suite) 60 M² Bem Construída, Impermeável, Boa Orientação Solar Regularização Determinada Na Justiça",330000,Não,https://casa.mercadolivre.com.br/MLB-5199591300-casa-terrea-nova-2-dormit1-suite-2-sanit-1-suite-60-m-bem-construida-impermeavel-boa-orientaco-solar-regularizaco-determinada-na-justica-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,60.0,2,2, Santa Catarina
Casa à venda,Sobrado Troco Por Casa Térrea Menor Valor,890000,Não,https://casa.mercadolivre.com.br/MLB-5188473486-sobrado-troco-por-casa-terrea-menor-valor-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,92.0,3,3, São Paulo
Casa à venda,Casa Em Camaçari ,140000,Não,https://casa.mercadolivre.com.br/MLB-3924630159-casa-em-camacari-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,140.0,2,1, Bahia
Casa à venda,Sobrado 3 Quartos Sendo 1 Suíte - Escritório Independente E Salão Em Rua Comercial,540000,Não,https://casa.mercadolivre.com.br/MLB-3928924109-sobrado-3-quartos-sendo-1-suite-escritorio-independente-e-salo-em-rua-comercial-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,200.0,3,2, São Paulo
Casa à venda,Casa De Praia Em Peruíbe,710000,Não,https://casa.mercadolivre.com.br/MLB-5207556846-casa-de-praia-em-peruibe-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,215.0,3,3, São Paulo
Casa à venda,Proximo A Mercado Shopping E Banco,320000,Não,https://casa.mercadolivre.com.br/MLB-5201762484-proximo-a-mercado-shopping-e-banco-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,100.0,3,2, Bahia
Casa à venda,Sobrado 3 Quartos Cozinha Planejada Garagem E Salão.,300000,Não,https://casa.mercadolivre.com.br/MLB-5216673764-sobrado-3-quartos-cozinha-planejada-garagem-e-salo-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,104.0,3,2, São Paulo
Casa à venda,Excelente Casa 2 Quartos Na Posse - Petrópolis -rj,135000,Não,https://casa.mercadolivre.com.br/MLB-5196286990-excelente-casa-2-quartos-na-posse-petropolis-rj-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,100.0,2,1, Rio De Janeiro
Casa à venda,Excelente Sobrado Com 94 M² De Área Construída Vila Curuçá Velha,415000,Não,https://casa.mercadolivre.com.br/MLB-3927561873-excelente-sobrado-com-94-m-de-area-construida-vila-curuca-velha-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,94.0,2,3, São Paulo
Casa à venda,Casa Em Mauá (jardim Araguaia) ,979999,Não,https://casa.mercadolivre.com.br/MLB-3912532253-casa-em-maua-jardim-araguaia-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,211.0,4,2, São Paulo
Casa à venda,Torro Casa 130 Mil!,130000,Não,https://casa.mercadolivre.com.br/MLB-5212506108-torro-casa-130-mil-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,150.0,2,1, Rio Grande Do Sul
Casa à venda,Condomínio Village Amato Sorocaba Direito Proprietária ,360000,Não,https://casa.mercadolivre.com.br/MLB-3912691823-condominio-village-amato-sorocaba-direito-proprietaria-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,95.0,2,1, São Paulo
Casa à venda,Sobrado Em Praia Vermelha - 5 Quartos,750000,Não,https://casa.mercadolivre.com.br/MLB-3928355929-sobrado-em-praia-vermelha-5-quartos-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,254.0,5,3, São Paulo
Casa à venda,"Abaixo Do Valor De Mercado, Sobrado Em Excelente Estado De Conservação!",860000,Não,https://casa.mercadolivre.com.br/MLB-3927740539-abaixo-do-valor-de-mercado-sobrado-em-excelente-estado-de-conservaco-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,269.0,4,5, São Paulo
Casa à venda,"Sobrado Com 198m², 3 Dorm, Recém Reformado No P. Marajoara Santo André.",650000,Não,https://casa.mercadolivre.com.br/MLB-3917583329-sobrado-com-198m-3-dorm-recem-reformado-no-p-marajoara-santo-andre-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,198.0,3,3, São Paulo
Casa à venda,Sobrado Com Duas Suítes. Vila Primavera ( Zl),505000,Não,https://casa.mercadolivre.com.br/MLB-3912245731-sobrado-com-duas-suites-vila-primavera-zl-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,98.0,2,3, São Paulo
Casa à venda,Imóvel Para Moradia E Renda,230000,Não,https://casa.mercadolivre.com.br/MLB-3910891635-imovel-para-moradia-e-renda-_JM#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=b7218074-9cd1-4fd2-820b-339b69bbfb4f,300.0,4,4, São Paulo
Casa à venda,Casa Duplex 2 Suítes - Energia Solar,450000,Não,https://casa.mercadolivre.com.br/MLB-5206681658-casa-duplex-2-suites-energia-solar-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,110.0,2,3, Bahia
Casa à venda,Casa A Venda Em Itaquera Vila Carmosina ,700000,Não,https://casa.mercadolivre.com.br/MLB-5184517732-casa-a-venda-em-itaquera-vila-carmosina-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,198.0,4,3, São Paulo
Casa à venda,Casa Jardim Gabriela Jandira Sp,479000,Não,https://casa.mercadolivre.com.br/MLB-3929624405-casa-jardim-gabriela-jandira-sp-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,82.0,3,3, São Paulo
Casa à venda,Casa Grande E Barata No Bairro Do Limão -  Muito  Abaixo Do Preço Pra Venda Rápida,290000,Não,https://casa.mercadolivre.com.br/MLB-3917574711-casa-grande-e-barata-no-bairro-do-limo-muito-abaixo-do-preco-pra-venda-rapida-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,153.0,3,1, São Paulo
Casa à venda,Vende-se Casa No Interior  Cidade De Itu Sp Terreno 300 M2,300000,Não,https://casa.mercadolivre.com.br/MLB-5184735658-vende-se-casa-no-interior-cidade-de-itu-sp-terreno-300-m2-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,170.0,2,1, São Paulo
Casa à venda,2 Casas  Com 5.  E 3 Cômodos E Garagem Pra 2 Carros  Com Esc,450000,Não,https://casa.mercadolivre.com.br/MLB-3920125141-2-casas-com-5-e-3-cmodos-e-garagem-pra-2-carros-com-esc-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,128.0,3,3, São Paulo
Casa à venda,Casa Sobrando Na Comunidade 14 Cômodos 3 Andar Sem Garagem ,200000,Não,https://casa.mercadolivre.com.br/MLB-3911344807-casa-sobrando-na-comunidade-14-cmodos-3-andar-sem-garagem-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,280.0,9,4, São Paulo
Casa à venda,Vendo Maravilhosa Casa Em Vila Valqueire.,350000,Não,https://casa.mercadolivre.com.br/MLB-5198014884-vendo-maravilhosa-casa-em-vila-valqueire-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,400.0,5,5, Rio De Janeiro
Casa à venda,Casa Á Venda Em Jundiaí - Vila Arens,750000,Não,https://casa.mercadolivre.com.br/MLB-5181901342-casa-a-venda-em-jundiai-vila-arens-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,180.0,3,2, São Paulo
Casa à venda,"Casa Lado Praia Em Mongaguá,  350 Do Mar",270000,Não,https://casa.mercadolivre.com.br/MLB-5182338304-casa-lado-praia-em-mongagua-350-do-mar-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,88.0,2,2, São Paulo
Casa à venda,Vendo Casa Térrea Com Edícula Zn (carandiru/vila Guilherme),400000,Não,https://casa.mercadolivre.com.br/MLB-5202898588-vendo-casa-terrea-com-edicula-zn-carandiruvila-guilherme-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,98.0,2,1, São Paulo
Casa à venda,Casa De Praia,250000,Não,https://casa.mercadolivre.com.br/MLB-5193171784-casa-de-praia-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,65.0,2,2, São Paulo
Casa à venda,Belissima Casa Container ( Somente A Casa ),249800,Não,https://casa.mercadolivre.com.br/MLB-3923703349-belissima-casa-container-somente-a-casa--_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,80.0,3,2, São Paulo
Casa à venda,Casa Com Quintal Na Frente E Piscina,70000,Não,https://casa.mercadolivre.com.br/MLB-5192374970-casa-com-quintal-na-frente-e-piscina-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,50.0,3,2, Paraná
Casa à venda,Casa Com Piscina Em Boituva,870000,Não,https://casa.mercadolivre.com.br/MLB-5180104766-casa-com-piscina-em-boituva-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,155.0,3,3, São Paulo
Casa à venda,"Saracuruna 250mil, Legalizada. Aceita Financiamento. ",250000,Não,https://casa.mercadolivre.com.br/MLB-3915312779-saracuruna-250mil-legalizada-aceita-financiamento-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,90.0,2,2, Rio De Janeiro
Casa à venda,Vendo Casa Na Praia Em Mongaguá Itaoca,160000,Não,https://casa.mercadolivre.com.br/MLB-3918399409-vendo-casa-na-praia-em-mongagua-itaoca-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,1.0,2,2, São Paulo
Casa à venda,Venda Sobrado 3 Dorms Caieiras-sp Em Laranjeiras-san Marino,788000,Não,https://casa.mercadolivre.com.br/MLB-3914490305-venda-sobrado-3-dorms-caieiras-sp-em-laranjeiras-san-marino-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,163.0,3,4, São Paulo
Casa à venda,Casa Individual 02 Dormitórios ,349900,Não,https://casa.mercadolivre.com.br/MLB-3910247081-casa-individual-02-dormitorios-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,72.0,2,1, São Paulo
Casa à venda,"Vende Se Casa Dos Sonhos ,em Rio Claro Sp",500000,Não,https://casa.mercadolivre.com.br/MLB-5210502406-vende-se-casa-dos-sonhos-em-rio-claro-sp-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,148.0,3,3, São Paulo
Casa à venda,"Troco Ou Vendo Casa Em Manaus Com 4 Quartos, Lugar Tranquilo E Privilegiado,arborizado Com Fruteiras, Próximo De Supermercados, Bancos, Padarias, Drogarias, Rotas De Fábricas, Ponte Manaus - Iranduba.",180000,Não,https://casa.mercadolivre.com.br/MLB-3923273597-troco-ou-vendo-casa-em-manaus-com-4-quartos-lugar-tranquilo-e-privilegiadoarborizado-com-fruteiras-proximo-de-supermercados-bancos-padarias-drogarias-rotas-de-fabricas-ponte-manaus-iranduba-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,200.0,5,2, Amazonas
Casa à venda,Edícula De Alto Padrão Lado Praia ,960000,Não,https://casa.mercadolivre.com.br/MLB-3910253473-edicula-de-alto-padro-lado-praia-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,218.0,2,4, São Paulo
Casa à venda,"Vendo Casa Em Osasco Portal 1, Área Livre ",330000,Não,https://casa.mercadolivre.com.br/MLB-3922189277-vendo-casa-em-osasco-portal-1-area-livre-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,115.0,3,1, São Paulo
Casa à venda,Casa Dois Andar!,350000,Não,https://casa.mercadolivre.com.br/MLB-3919248281-casa-dois-andar-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,100.0,4,3, São Paulo
Casa à venda,Vendo Casa De Praia Em Tamandaré -pe De Porteira Fechada ,539900,Não,https://casa.mercadolivre.com.br/MLB-5191060118-vendo-casa-de-praia-em-tamandare-pe-de-porteira-fechada-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,200.0,5,3, Pernambuco
Casa à venda,   Direto Com O Proprietário   Condomínio Colinas De Ibiúna.,1300000,Não,https://casa.mercadolivre.com.br/MLB-3921770933-direto-com-o-proprietario-condominio-colinas-de-ibiuna-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,350.0,3,5, São Paulo
Casa à venda,Sobrado Com 3 Quartos À Venda - Caucaia Do Alto-cotia,415000,Não,https://casa.mercadolivre.com.br/MLB-5187290948-sobrado-com-3-quartos-venda-caucaia-do-alto-cotia-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,162.0,3,2, São Paulo
Casa à venda,Casa Venda - Condomínio Villas De Guararema,890000,Não,https://casa.mercadolivre.com.br/MLB-5199393380-casa-venda-condominio-villas-de-guararema-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,151.0,3,3, São Paulo
Casa à venda,"Casa 2 Dormitórios Um Suíte ,sala , Cozinha , Lavanderia E Q",389000,Não,https://casa.mercadolivre.com.br/MLB-3931834151-casa-2-dormitorios-um-suite-sala-cozinha-lavanderia-e-q-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,125.0,2,2, São Paulo
Casa à venda,Casa De Alto Padrão À Venda No Litoral Sul De São Paulo,977000,Não,https://casa.mercadolivre.com.br/MLB-5182958182-casa-de-alto-padro-venda-no-litoral-sul-de-so-paulo-_JM#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=c2259350-477c-46ea-a775-b4e677ce8eda,242.0,4,4, São Paulo
Casa à venda,Lindo Sobrado Em Guarulhos - Jardim Adriana,620000,Não,https://casa.mercadolivre.com.br/MLB-5192292172-lindo-sobrado-em-guarulhos-jardim-adriana-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=2673752e-00b6-4eca-9ff3-6c3c2c0d6eaf,150.0,3,2, São Paulo
Casa à venda,Sobrado 3 Quartos 4 Vagas,869000,Não,https://casa.mercadolivre.com.br/MLB-5185004246-sobrado-3-quartos-4-vagas-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=2673752e-00b6-4eca-9ff3-6c3c2c0d6eaf,146.0,3,4, São Paulo
Casa à venda,"Casas A Venda, Para Moradia Ou Para Alugar,  Tenho 3 Imóveis",230000,Não,https://casa.mercadolivre.com.br/MLB-3921893909-casas-a-venda-para-moradia-ou-para-alugar-tenho-3-imoveis-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=2673752e-00b6-4eca-9ff3-6c3c2c0d6eaf,150.0,3,1, São Paulo
Casa à venda,Sobrado Com 9 Cômodos Ao Todo,140000,Não,https://casa.mercadolivre.com.br/MLB-5187202668-sobrado-com-9-cmodos-ao-todo-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=2673752e-00b6-4eca-9ff3-6c3c2c0d6eaf,100.0,4,3, São Paulo
Casa à venda,Sobrado 2 Quartos Jd. Bonsucesso,300000,Não,https://casa.mercadolivre.com.br/MLB-3910671809-sobrado-2-quartos-jd-bonsucesso-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=2673752e-00b6-4eca-9ff3-6c3c2c0d6eaf,100.0,2,2, São Paulo
Casa à venda,Casa 3quart 3banhero Sala Coziha Edicula Fundos 4 Carro Gara,496000,Não,https://casa.mercadolivre.com.br/MLB-5207659582-casa-3quart-3banhero-sala-coziha-edicula-fundos-4-carro-gara-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=2673752e-00b6-4eca-9ff3-6c3c2c0d6eaf,95.0,3,3, São Paulo
Casa à venda,Vendo Casa Duplex No Bairro Trindade - Sg. ,200000,Não,https://casa.mercadolivre.com.br/MLB-5197493502-vendo-casa-duplex-no-bairro-trindade-sg-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=2673752e-00b6-4eca-9ff3-6c3c2c0d6eaf,120.0,2,2, Rio De Janeiro
Casa à venda,"Casa, Piscina, Churrasqueira, Quintal Amplo, Garagem Espaços",599000,Não,https://casa.mercadolivre.com.br/MLB-5213854012-casa-piscina-churrasqueira-quintal-amplo-garagem-espacos-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=2673752e-00b6-4eca-9ff3-6c3c2c0d6eaf,125.0,3,3, São Paulo
Casa à venda,Casa Linear Em Guaratiba - Rj Proximo De Comercios E Ponto De Onibus.,180000,Não,https://casa.mercadolivre.com.br/MLB-5186434484-casa-linear-em-guaratiba-rj-proximo-de-comercios-e-ponto-de-onibus-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=2673752e-00b6-4eca-9ff3-6c3c2c0d6eaf,225.0,2,1, Rio De Janeiro
