Tipo,Casa,Preço,Destaque,Link,Área (m²),Quartos,Banheiros,UF
Casa à venda,Casa 01 Dorm + Edícula ,370000,Não,https://casa.mercadolivre.com.br/MLB-5190471588-casa-01-dorm-edicula-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,100.0,2,2, São Paulo
Casa à venda,Casa Em Condomínio Recanto Da Fênix Buritizeiro ,90000,Não,https://casa.mercadolivre.com.br/MLB-5196541408-casa-em-condominio-recanto-da-fnix-buritizeiro-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,155.0,2,3, Minas Gerais
Casa à venda,Sobrado 3 Em 1,750000,Não,https://casa.mercadolivre.com.br/MLB-5221688264-sobrado-3-em-1-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,380.0,8,6, São Paulo
Casa à venda,"Casa Bem Localizada, Apenas A 1,3 Km Do  Shopping De Mauá ",230000,Não,https://casa.mercadolivre.com.br/MLB-5201303706-casa-bem-localizada-apenas-a-13-km-do-shopping-de-maua-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,300.0,5,5, São Paulo
Casa à venda,Casa Taubaté Venda- Vale Do Paraíba,450000,Não,https://casa.mercadolivre.com.br/MLB-3919989821-casa-taubate-venda-vale-do-paraiba-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,190.0,2,2, São Paulo
Casa à venda,Venda Casa No Bairro Estufa Ii Em Ubatuba/sp,395000,Não,https://casa.mercadolivre.com.br/MLB-5205459318-venda-casa-no-bairro-estufa-ii-em-ubatubasp-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,110.0,2,2, São Paulo
Casa à venda,Vendo Casa Jl07 No Riviera De Santa Cristina Iii Em Itai Sp ,800000,Não,https://casa.mercadolivre.com.br/MLB-3922703651-vendo-casa-jl07-no-riviera-de-santa-cristina-iii-em-itai-sp-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,170.0,3,4, São Paulo
Casa à venda,"Casa L Pintada Quintal Arborizada, Localizada No Alto, Próxima A Conduções ( Trem E Ônibus) Visão Privilegiada",450000,Não,https://casa.mercadolivre.com.br/MLB-3928836453-casa-l-pintada-quintal-arborizada-localizada-no-alto-proxima-a-conducoes-trem-e-nibus-viso-privilegiada-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,192.0,2,2, Rio De Janeiro
Casa à venda,Vendo Casa N P.leopodina ,600000,Não,https://casa.mercadolivre.com.br/MLB-5214375378-vendo-casa-n-pleopodina-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,120.0,4,2, Rio De Janeiro
Casa à venda,Vende-se Casa De Praia ,910000,Não,https://casa.mercadolivre.com.br/MLB-5193866168-vende-se-casa-de-praia-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,140.0,3,5, Bahia
Casa à venda,Casa 100 Mil Oportunidades ,100000,Não,https://casa.mercadolivre.com.br/MLB-3929011673-casa-100-mil-oportunidades-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,80.0,3,1, Minas Gerais
Casa à venda,Excelente Sobrado Custo-beneficio Coração Da Vl Matilde,700000,Não,https://casa.mercadolivre.com.br/MLB-5184978696-excelente-sobrado-custo-beneficio-coraco-da-vl-matilde-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,232.0,4,5, São Paulo
Casa à venda,Vendo Casa Em Monte Verde Mg,1200000,Não,https://casa.mercadolivre.com.br/MLB-5203253688-vendo-casa-em-monte-verde-mg-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,230.0,4,3, Minas Gerais
Casa à venda,Casa No Litoral,390000,Não,https://casa.mercadolivre.com.br/MLB-5181898714-casa-no-litoral-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,140.0,2,2, Rio Grande Do Sul
Casa à venda,"Vendo Excelente Casa Em Jacarepaguá,próximo Ao Comércio",350000,Não,https://casa.mercadolivre.com.br/MLB-5210659246-vendo-excelente-casa-em-jacarepaguaproximo-ao-comercio-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,135.0,3,2, Rio De Janeiro
Casa à venda,Excelente Casa Em Condomínio Com 04 Dorms E 04 Suítes. ,1450000,Não,https://casa.mercadolivre.com.br/MLB-3909876909-excelente-casa-em-condominio-com-04-dorms-e-04-suites-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,190.0,4,5, São Paulo
Casa à venda,"3/4, 1 Suíte, 2 Salas, Garagem, Banheiros, Cozinha, Quintal",200000,Não,https://casa.mercadolivre.com.br/MLB-3915086675-34-1-suite-2-salas-garagem-banheiros-cozinha-quintal-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,122.0,3,2, Bahia
Casa à venda,Casa A Venda No Bairro Costeira Do Pirajubaé Em Florianópolis,80000,Não,https://casa.mercadolivre.com.br/MLB-5222532938-casa-a-venda-no-bairro-costeira-do-pirajubae-em-florianopolis-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,50.0,2,2, Santa Catarina
Casa à venda,Casa A Venda: ,140000,Não,https://casa.mercadolivre.com.br/MLB-3926753671-casa-a-venda-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,50.0,2,1, São Paulo
Casa à venda,Viva Mais Barra,324501,Não,https://casa.mercadolivre.com.br/MLB-5184262772-viva-mais-barra-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,57.0,2,2, Sergipe
Casa à venda,[avalio Permuta] Casa De Esquina Com Duas Residências Independentes Em Terreno Único!,285000,Não,https://casa.mercadolivre.com.br/MLB-5184775682-avalio-permuta-casa-de-esquina-com-duas-residncias-independentes-em-terreno-unico-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,80.0,2,2, Santa Catarina
Casa à venda,Casa Em Mau Estado. Não Deve Ser Aproveitada Face Ausência De Manutenção,750216,Não,https://casa.mercadolivre.com.br/MLB-5196888740-casa-em-mau-estado-no-deve-ser-aproveitada-face-ausncia-de-manutenco-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,184.0,2,1, São Paulo
Casa à venda,Casa Sobrado 4 Quartos Jaguariúna Sp,1000000,Não,https://casa.mercadolivre.com.br/MLB-5183725574-casa-sobrado-4-quartos-jaguariuna-sp-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=142b0b3f-8df0-4ebc-b673-db42b50ec6dd,330.0,4,5, São Paulo
Casa à venda,Terreno De Imóvel Alto Padrão Em Construção! Venda Exclusiva,250000,Não,https://casa.mercadolivre.com.br/MLB-5217263116-terreno-de-imovel-alto-padro-em-construco-venda-exclusiva-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,236.0,3,5, São Paulo
Casa à venda,Casa A Venda Em Mogi Das Cruzes,950000,Não,https://casa.mercadolivre.com.br/MLB-3931342527-casa-a-venda-em-mogi-das-cruzes-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,333.0,2,5, São Paulo
Casa à venda,"Excelente Oportunidade Casa Em Cotia, Condomínio Fechado.",530000,Não,https://casa.mercadolivre.com.br/MLB-3932332389-excelente-oportunidade-casa-em-cotia-condominio-fechado-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,130.0,3,4, São Paulo
Casa à venda,Vendo Esse Triplex No Centro De Unamar ,1050000,Não,https://casa.mercadolivre.com.br/MLB-3930200687-vendo-esse-triplex-no-centro-de-unamar-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,200.0,4,7, Rio De Janeiro
Casa à venda,"Casa A Venda Ou Permuta Em Delfinopolis,  S.j.b.gloria Mg",510000,Não,https://casa.mercadolivre.com.br/MLB-5217394098-casa-a-venda-ou-permuta-em-delfinopolis-sjbgloria-mg-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,164.0,3,3, São Paulo
Casa à venda,Excelente Casa/sobrado À Venda Em Januária ,850000,Não,https://casa.mercadolivre.com.br/MLB-5220878252-excelente-casasobrado-venda-em-januaria-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,300.0,4,3, Minas Gerais
Casa à venda,"Casa Ao Lado Do Coração Sertanejo, Em Frente A Represa Guarapiranga, Perto Dos Bombeiros",750000,Não,https://casa.mercadolivre.com.br/MLB-5214731562-casa-ao-lado-do-coraco-sertanejo-em-frente-a-represa-guarapiranga-perto-dos-bombeiros-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,190.0,3,2, São Paulo
Casa à venda,Excelente Casa Térrea  - Barcelona - Prox. Joanin/ Coop ,1200000,Não,https://casa.mercadolivre.com.br/MLB-5217139414-excelente-casa-terrea-barcelona-prox-joanin-coop-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,180.0,3,2, São Paulo
Casa à venda,"Imóvel Com 6 Casas, Garagem E Um Amplo Salão!",950000,Não,https://casa.mercadolivre.com.br/MLB-3931293575-imovel-com-6-casas-garagem-e-um-amplo-salo-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,380.0,10,9, São Paulo
Casa à venda,"Casa Na Quiririn,  Valqueire",170000,Não,https://casa.mercadolivre.com.br/MLB-5221350710-casa-na-quiririn-valqueire-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,120.0,2,3, Rio De Janeiro
Casa à venda,It387 Casa - Satélite - Itanhaém,780000,Não,https://casa.mercadolivre.com.br/MLB-3933170261-it387-casa-satelite-itanhaem-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,143.0,4,4, São Paulo
Casa à venda,"Sobrado À Venda Com 3 Suítes No Bairro Jardim Dos Pinheiros, Atibaia - Sp",860000,Não,https://casa.mercadolivre.com.br/MLB-5216513558-sobrado-venda-com-3-suites-no-bairro-jardim-dos-pinheiros-atibaia-sp-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,167.0,3,4, São Paulo
Casa à venda,Casa Geminada,700000,Não,https://casa.mercadolivre.com.br/MLB-5222008898-casa-geminada-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,200.0,4,4, Rio De Janeiro
Casa à venda,Casa Térrea 10×25,650000,Não,https://casa.mercadolivre.com.br/MLB-3933754477-casa-terrea-1025-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,100.0,2,2, São Paulo
Casa à venda,Casa Linda E Preço Ótimo!,755000,Não,https://casa.mercadolivre.com.br/MLB-3935018517-casa-linda-e-preco-otimo-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,192.0,4,4, São Paulo
Casa à venda,"Imóvel A Venda, Com 06 Quartos E 05 Banheiros, Com Sala Ampla E Arejada, Avarandada E Área Frontal. Contendo Ampla Garagem Cabendo 04 Carros. Metragem: 17m X 25m Total 405m²",750000,Não,https://casa.mercadolivre.com.br/MLB-3934898399-imovel-a-venda-com-06-quartos-e-05-banheiros-com-sala-ampla-e-arejada-avarandada-e-area-frontal-contendo-ampla-garagem-cabendo-04-carros-metragem-17m-x-25m-total-405m-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,405.0,6,5, Bahia
Casa à venda,Seu Novo Lar Te Espera Próximo Ao Parque Natural Do Gericinó !,330000,Não,https://casa.mercadolivre.com.br/MLB-3933065099-seu-novo-lar-te-espera-proximo-ao-parque-natural-do-gericino--_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,110.0,3,3, Rio De Janeiro
Casa à venda,Casa Duplex Na Estrada Da Cachamorra - Condomínio Fechado,850000,Não,https://casa.mercadolivre.com.br/MLB-5224380506-casa-duplex-na-estrada-da-cachamorra-condominio-fechado-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,170.0,3,3, Rio De Janeiro
Casa à venda,"Casa Com 4 Dormitórios , Sendo 1 Suite Sala Cozinha , Garage",550000,Não,https://casa.mercadolivre.com.br/MLB-5224392908-casa-com-4-dormitorios-sendo-1-suite-sala-cozinha-garage-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,150.0,4,4, São Paulo
Casa à venda,Sobradão Em Ubatuba - R$ 200mil Desconto - 4 Suítes Grandes,650000,Não,https://casa.mercadolivre.com.br/MLB-5215196828-sobrado-em-ubatuba-r-200mil-desconto-4-suites-grandes-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,205.0,4,5, São Paulo
Casa à venda,Oportunidade Excelente Imóvel Na Praia De Peruibe ,350000,Não,https://casa.mercadolivre.com.br/MLB-5220063608-oportunidade-excelente-imovel-na-praia-de-peruibe-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,390.0,4,3, São Paulo
Casa à venda,"Vendo Lindo Sobrado,100 Metros Da Praia ",475000,Não,https://casa.mercadolivre.com.br/MLB-3930432055-vendo-lindo-sobrado100-metros-da-praia-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,114.0,2,2, São Paulo
Casa à venda,Casa Pertinho Da Praia,365000,Não,https://casa.mercadolivre.com.br/MLB-3934105489-casa-pertinho-da-praia-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,200.0,2,2, São Paulo
Casa à venda,"Linda Casa À Venda No Bairro Anhumas, Itajubá,mg",385000,Não,https://casa.mercadolivre.com.br/MLB-3929605159-linda-casa-venda-no-bairro-anhumas-itajubamg-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,86.0,3,2, Minas Gerais
Casa à venda,Casa A Venda - Jardim 3 Marias - Sp,340000,Não,https://casa.mercadolivre.com.br/MLB-5217954328-casa-a-venda-jardim-3-marias-sp-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,110.0,3,3, São Paulo
Casa à venda,Casa Estilo Sobrado Com Piscina E Churrasqueira ,700000,Não,https://casa.mercadolivre.com.br/MLB-3931913167-casa-estilo-sobrado-com-piscina-e-churrasqueira-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,145.0,2,3, Mato Grosso Do Sul
Casa à venda,Vendo Sobrado Em Mongaguá,269900,Não,https://casa.mercadolivre.com.br/MLB-5223571540-vendo-sobrado-em-mongagua-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,100.0,2,3, São Paulo
Casa à venda,"Casa Em Osasco 252m2 Fácil Acesso A Mercado, Ponto De Ônibus, Farmácias Etc..",600000,Não,https://casa.mercadolivre.com.br/MLB-3934150041-casa-em-osasco-252m2-facil-acesso-a-mercado-ponto-de-nibus-farmacias-etc-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,252.0,3,2, São Paulo
Casa à venda,Sobrado De 6 Cômodos E 2 Banheiros ,210000,Não,https://casa.mercadolivre.com.br/MLB-5221674320-sobrado-de-6-cmodos-e-2-banheiros-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,145.0,3,2, São Paulo
Casa à venda,Vendo 11 Casinhas De Aluguel Para Renda,650000,Não,https://casa.mercadolivre.com.br/MLB-5219709926-vendo-11-casinhas-de-aluguel-para-renda-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,330.0,11,11, São Paulo
Casa à venda,"Casa 3 Quartos, 2 Banheiros,  Condomínio Porto Do Sol  Jf.mg",615000,Não,https://casa.mercadolivre.com.br/MLB-3931639101-casa-3-quartos-2-banheiros-condominio-porto-do-sol-jfmg-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,360.0,3,2, Minas Gerais
Casa à venda,Casa Baixa ( Bairro Recanto Feliz Barra Do Piraí Rj,295000,Não,https://casa.mercadolivre.com.br/MLB-5222527748-casa-baixa-bairro-recanto-feliz-barra-do-pirai-rj-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,150.0,2,2, Rio De Janeiro
Casa à venda,Casa Espaçosa Em Mauá,499000,Não,https://casa.mercadolivre.com.br/MLB-5217786926-casa-espacosa-em-maua-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,250.0,4,3, São Paulo
Casa à venda,Casa  No Cristo Redentor  - Esquina ,235000,Não,https://casa.mercadolivre.com.br/MLB-3932931293-casa-no-cristo-redentor-esquina-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,47.0,2,13, São Paulo
Casa à venda,Sobrado 3 Quartos Com Suites.,1050000,Não,https://casa.mercadolivre.com.br/MLB-3933049603-sobrado-3-quartos-com-suites-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,250.0,3,5, Goiás
Casa à venda,"Linda Casa Em Itanhaém, Bem Localizada",310000,Não,https://casa.mercadolivre.com.br/MLB-3932324405-linda-casa-em-itanhaem-bem-localizada-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,72.0,2,2, São Paulo
Casa à venda,Casa Nova Em Brasília Na Cidade Ceilândia Casa Nova,170000,Não,https://casa.mercadolivre.com.br/MLB-3934498677-casa-nova-em-brasilia-na-cidade-ceilndia-casa-nova-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=d32b393e-2023-4942-9ce0-ac2f23a09f4c,200.0,4,4, Distrito Federal
Casa à venda,Casa Pra Vender Com Piscina ,120000,Não,https://casa.mercadolivre.com.br/MLB-3933922097-casa-pra-vender-com-piscina-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=f6ca8328-0243-4ec4-9d28-3afab2f5a4a5,80.0,3,2, São Paulo
Casa à venda,Casa A Venda ,220000,Não,https://casa.mercadolivre.com.br/MLB-3933840063-casa-a-venda-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=f6ca8328-0243-4ec4-9d28-3afab2f5a4a5,140.0,2,2, São Paulo
Casa à venda,Casa 5 Dormitórios Sendo Uma Suíte E Terreno Nos Fundos,350000,Não,https://casa.mercadolivre.com.br/MLB-5221930456-casa-5-dormitorios-sendo-uma-suite-e-terreno-nos-fundos-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=f6ca8328-0243-4ec4-9d28-3afab2f5a4a5,160.0,5,3, São Paulo
Casa à venda, Casa Térrea  Com 5 Dormitórios,770000,Não,https://casa.mercadolivre.com.br/MLB-3934673523-casa-terrea-com-5-dormitorios-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=f6ca8328-0243-4ec4-9d28-3afab2f5a4a5,246.0,6,3, São Paulo
Casa à venda,Casa Reformada Na Mesma Rua Da Maternidade Escola ,403000,Não,https://casa.mercadolivre.com.br/MLB-5222014418-casa-reformada-na-mesma-rua-da-maternidade-escola-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=f6ca8328-0243-4ec4-9d28-3afab2f5a4a5,116.0,3,4, Ceará
